OrderNumber,OrderDate,WarehouseCode,Sales Channel,StoreID,SalesTeamID,CustomerID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost
SO - 0003648,7/22/2019,WARE-UHY1004,2,206,13,8,28,2,0.15,1125.60,450.24
SO - 0003649,7/22/2019,WARE-MKL1006,1,352,9,50,21,3,0.05,2385.20,1311.86
SO - 0003650,7/22/2019,WARE-PUJ1005,2,328,16,49,16,8,0.15,3832.40,2376.09
SO - 0003651,7/22/2019,WARE-PUJ1005,1,327,7,16,36,1,0.15,1762.10,722.46
SO - 0003652,7/23/2019,WARE-MKL1006,1,344,4,18,37,4,0.075,978.20,469.54
SO - 0003653,7/23/2019,WARE-NMK1003,1,138,2,15,36,6,0.1,3825.70,2218.91
SO - 0003654,7/23/2019,WARE-NMK1003,1,98,5,35,42,3,0.05,737.00,582.23
SO - 0003655,7/23/2019,WARE-NBV1002,1,60,1,27,34,3,0.075,1969.80,1260.67
SO - 0003656,7/23/2019,WARE-NBV1002,1,74,4,43,9,4,0.05,1058.60,423.44
SO - 0003657,7/23/2019,WARE-UHY1004,1,214,1,27,41,7,0.075,180.90,72.36
SO - 0003658,7/23/2019,WARE-PUJ1005,2,328,15,2,37,8,0.3,2519.20,1964.98
SO - 0003659,7/23/2019,WARE-PUJ1005,2,288,16,32,33,3,0.075,3839.10,2073.11
SO - 0003660,7/24/2019,WARE-XYS1001,4,30,28,21,31,7,0.075,5226.00,3814.98
SO - 0003661,7/24/2019,WARE-MKL1006,2,355,15,25,26,1,0.075,268.00,217.08
SO - 0003662,7/24/2019,WARE-MKL1006,1,343,4,19,31,3,0.075,1742.00,1027.78
SO - 0003663,7/24/2019,WARE-NMK1003,2,124,18,2,23,7,0.05,871.00,435.50
SO - 0003664,7/24/2019,WARE-UHY1004,1,235,6,3,16,1,0.2,247.90,138.82
SO - 0003665,7/24/2019,WARE-PUJ1005,3,325,20,13,34,2,0.075,1869.30,915.96
SO - 0003666,7/24/2019,WARE-UHY1004,1,228,2,21,44,6,0.05,2579.50,1160.78
SO - 0003667,7/24/2019,WARE-NBV1002,1,73,11,16,30,8,0.075,1956.40,1212.97
SO - 0003668,7/24/2019,WARE-UHY1004,2,205,15,20,5,1,0.05,2519.20,1864.21
SO - 0003669,7/25/2019,WARE-PUJ1005,1,325,11,46,44,1,0.4,797.30,597.98
SO - 0003670,7/25/2019,WARE-UHY1004,2,233,19,30,42,3,0.075,5366.70,3542.02
SO - 0003671,7/25/2019,WARE-NMK1003,1,138,4,30,11,3,0.2,3343.30,1370.75
SO - 0003672,7/25/2019,WARE-UHY1004,1,229,1,20,17,2,0.2,3939.60,2836.51
SO - 0003673,7/25/2019,WARE-XYS1001,3,52,24,36,21,5,0.075,2659.90,1542.74
SO - 0003674,7/26/2019,WARE-PUJ1005,2,279,13,49,42,4,0.1,737.00,405.35
SO - 0003675,7/26/2019,WARE-UHY1004,2,213,13,13,39,4,0.075,3108.80,2549.22
SO - 0003676,7/26/2019,WARE-NMK1003,4,192,28,9,40,5,0.3,3423.70,2191.17
SO - 0003677,7/26/2019,WARE-NBV1002,1,60,8,20,10,1,0.05,180.90,121.20
SO - 0003678,7/26/2019,WARE-PUJ1005,2,283,14,12,5,8,0.05,1232.80,505.45
SO - 0003679,7/26/2019,WARE-NMK1003,3,202,21,47,41,7,0.075,6311.40,3218.81
SO - 0003680,7/26/2019,WARE-PUJ1005,2,310,14,7,46,4,0.15,1072.00,728.96
SO - 0003681,7/26/2019,WARE-PUJ1005,1,278,7,36,17,7,0.075,268.00,155.44
SO - 0003682,7/27/2019,WARE-UHY1004,2,210,17,42,11,7,0.05,951.40,627.92
SO - 0003683,7/27/2019,WARE-UHY1004,2,235,17,35,1,5,0.1,2592.90,2203.97
SO - 0003684,7/27/2019,WARE-NMK1003,2,124,15,23,11,6,0.075,1159.10,741.82
SO - 0003685,7/27/2019,WARE-NBV1002,2,81,13,17,38,1,0.075,2532.60,1646.19
SO - 0003686,7/27/2019,WARE-UHY1004,1,216,8,33,29,6,0.2,1996.60,1557.35
SO - 0003687,7/27/2019,WARE-UHY1004,4,236,28,23,2,5,0.075,1051.90,610.10
SO - 0003688,7/27/2019,WARE-NMK1003,2,165,13,29,40,2,0.15,1842.50,773.85
SO - 0003689,7/27/2019,WARE-PUJ1005,3,291,21,42,5,5,0.1,2438.80,1926.65
SO - 0003690,7/28/2019,WARE-NMK1003,2,147,14,37,27,2,0.15,3999.90,2279.94
SO - 0003691,7/28/2019,WARE-PUJ1005,1,316,5,39,39,6,0.075,3892.70,2413.47
SO - 0003692,7/28/2019,WARE-XYS1001,1,25,12,13,37,3,0.1,3959.70,3048.97
SO - 0003693,7/28/2019,WARE-NMK1003,1,135,11,5,32,4,0.05,6204.20,4963.36
SO - 0003694,7/28/2019,WARE-UHY1004,1,238,2,11,45,2,0.075,1098.80,791.14
SO - 0003695,7/28/2019,WARE-NMK1003,1,165,7,36,28,4,0.2,1916.20,1398.83
SO - 0003696,7/28/2019,WARE-NMK1003,1,201,9,30,45,8,0.1,3986.50,3149.34
SO - 0003697,7/29/2019,WARE-NMK1003,2,161,17,45,6,7,0.15,2532.60,1874.12
SO - 0003698,7/29/2019,WARE-NBV1002,3,59,24,34,2,4,0.075,1011.70,566.55
SO - 0003699,7/29/2019,WARE-MKL1006,2,362,19,4,19,8,0.05,6331.50,2975.81
SO - 0003700,7/29/2019,WARE-MKL1006,3,358,22,24,30,2,0.3,5413.60,3735.38
SO - 0003701,7/29/2019,WARE-NMK1003,1,112,9,31,42,8,0.1,234.50,136.01
SO - 0003702,7/29/2019,WARE-NMK1003,3,129,22,33,23,5,0.2,241.20,168.84
SO - 0003703,7/29/2019,WARE-NMK1003,1,107,6,44,1,5,0.075,247.90,168.57
SO - 0003704,7/29/2019,WARE-UHY1004,2,252,15,9,10,6,0.3,6559.30,3345.24
SO - 0003705,7/29/2019,WARE-NMK1003,1,194,3,25,9,3,0.15,1989.90,1591.92
SO - 0003706,7/29/2019,WARE-PUJ1005,2,313,14,18,36,8,0.05,964.80,627.12
SO - 0003707,7/30/2019,WARE-NMK1003,1,192,3,1,38,8,0.075,1072.00,536.00
SO - 0003708,7/30/2019,WARE-XYS1001,4,11,28,14,4,4,0.05,187.60,146.33
SO - 0003709,7/31/2019,WARE-UHY1004,2,231,16,41,5,6,0.05,3919.50,1607.00
SO - 0003710,7/31/2019,WARE-NMK1003,3,152,22,35,35,7,0.05,2418.70,1547.97
SO - 0003711,7/31/2019,WARE-NMK1003,1,182,11,14,4,8,0.4,3350.00,1641.50
SO - 0003712,7/31/2019,WARE-NMK1003,1,140,2,42,43,2,0.075,3966.40,2221.18
SO - 0003713,7/31/2019,WARE-XYS1001,3,15,24,27,44,5,0.2,3999.90,2279.94
SO - 0003714,7/31/2019,WARE-XYS1001,3,17,24,32,21,6,0.2,1192.60,536.67
SO - 0003715,7/31/2019,WARE-NMK1003,2,93,17,22,27,6,0.15,1085.40,857.47
SO - 0003716,7/31/2019,WARE-NMK1003,1,149,6,35,2,4,0.05,5728.50,3437.10
SO - 0003717,7/31/2019,WARE-NMK1003,1,117,8,7,47,4,0.075,1045.20,533.05
SO - 0003718,7/31/2019,WARE-NMK1003,1,145,7,28,6,8,0.05,2633.10,1474.54
SO - 0003719,7/31/2019,WARE-MKL1006,2,333,19,42,10,7,0.05,1855.90,1447.60
SO - 0003720,7/31/2019,WARE-UHY1004,3,215,23,11,12,2,0.075,2345.00,1664.95
SO - 0003721,8/1/2019,WARE-UHY1004,2,216,15,32,15,4,0.075,5735.20,2810.25
SO - 0003722,8/1/2019,WARE-NMK1003,2,146,15,8,34,4,0.05,2271.30,1612.62
SO - 0003723,8/1/2019,WARE-PUJ1005,4,261,26,1,7,4,0.05,1849.20,1312.93
SO - 0003724,8/1/2019,WARE-MKL1006,3,359,22,4,29,7,0.1,3832.40,1647.93
SO - 0003725,8/1/2019,WARE-NMK1003,3,92,21,1,42,6,0.05,2613.00,1776.84
SO - 0003726,8/1/2019,WARE-NBV1002,3,62,22,18,11,5,0.15,187.60,157.58
SO - 0003727,8/1/2019,WARE-NMK1003,2,143,19,35,2,1,0.3,180.90,115.78
SO - 0003728,8/1/2019,WARE-NBV1002,1,82,8,26,37,3,0.075,5138.90,3597.23
SO - 0003729,8/1/2019,WARE-MKL1006,1,341,6,35,3,7,0.05,6210.90,4223.41
SO - 0003730,8/1/2019,WARE-XYS1001,3,51,23,33,37,3,0.075,254.60,201.13
SO - 0003731,8/1/2019,WARE-UHY1004,3,261,21,46,23,3,0.1,1005.00,502.50
SO - 0003732,8/1/2019,WARE-PUJ1005,3,302,25,30,22,2,0.05,2432.10,1580.87
SO - 0003733,8/1/2019,WARE-UHY1004,4,251,27,22,7,2,0.075,247.90,126.43
SO - 0003734,8/1/2019,WARE-NMK1003,4,163,26,33,22,2,0.1,1132.30,668.06
SO - 0003735,8/2/2019,WARE-NMK1003,1,118,12,29,43,8,0.075,1038.50,664.64
SO - 0003736,8/2/2019,WARE-UHY1004,4,240,26,50,1,4,0.05,207.70,89.31
SO - 0003737,8/2/2019,WARE-NMK1003,4,168,26,19,14,7,0.05,2311.50,1733.63
SO - 0003738,8/2/2019,WARE-UHY1004,1,211,1,35,40,2,0.075,3001.60,2341.25
SO - 0003739,8/2/2019,WARE-PUJ1005,2,301,14,4,22,2,0.05,167.50,110.55
SO - 0003740,8/2/2019,WARE-PUJ1005,4,266,28,38,23,4,0.075,3859.20,2006.78
SO - 0003741,8/2/2019,WARE-PUJ1005,1,286,3,19,33,3,0.05,234.50,133.67
SO - 0003742,8/2/2019,WARE-NMK1003,2,95,16,1,21,4,0.15,1031.80,691.31
SO - 0003743,8/2/2019,WARE-XYS1001,3,34,21,18,18,5,0.05,3819.00,2826.06
SO - 0003744,8/2/2019,WARE-NBV1002,3,75,23,27,37,7,0.075,3678.30,2464.46
SO - 0003745,8/2/2019,WARE-PUJ1005,1,262,5,31,44,6,0.075,971.50,417.75
SO - 0003746,8/2/2019,WARE-UHY1004,1,219,6,47,30,2,0.4,6009.90,4507.43
SO - 0003747,8/2/2019,WARE-PUJ1005,2,323,16,47,21,1,0.4,1118.90,783.23
SO - 0003748,8/2/2019,WARE-UHY1004,1,246,8,45,6,7,0.05,2693.40,2073.92
SO - 0003749,8/3/2019,WARE-XYS1001,1,29,4,18,29,4,0.05,1748.70,1346.50
SO - 0003750,8/3/2019,WARE-NMK1003,2,173,12,22,29,2,0.075,1728.60,1175.45
SO - 0003751,8/3/2019,WARE-UHY1004,3,226,24,28,34,1,0.4,3959.70,2217.43
SO - 0003752,8/3/2019,WARE-UHY1004,3,236,25,3,38,2,0.05,783.90,423.31
SO - 0003753,8/3/2019,WARE-PUJ1005,1,322,12,6,12,7,0.075,1795.60,1400.57
SO - 0003754,8/3/2019,WARE-NBV1002,2,62,15,41,41,4,0.15,5969.70,3343.03
SO - 0003755,8/3/2019,WARE-NMK1003,1,182,1,38,31,2,0.075,2579.50,2115.19
SO - 0003756,8/4/2019,WARE-NMK1003,1,125,6,34,3,5,0.3,221.10,128.24
SO - 0003757,8/4/2019,WARE-XYS1001,1,7,3,44,22,7,0.1,2445.50,1393.94
SO - 0003758,8/4/2019,WARE-NMK1003,3,103,21,42,30,6,0.3,1118.90,626.58
SO - 0003759,8/4/2019,WARE-PUJ1005,2,298,19,43,16,6,0.15,1246.20,598.18
SO - 0003760,8/4/2019,WARE-UHY1004,3,257,20,3,13,8,0.05,1199.30,575.66
SO - 0003761,8/4/2019,WARE-NMK1003,2,96,15,41,15,5,0.075,174.20,116.71
SO - 0003762,8/5/2019,WARE-PUJ1005,3,306,22,46,39,3,0.075,5976.40,3227.26
SO - 0003763,8/5/2019,WARE-NMK1003,4,195,26,11,43,7,0.075,3423.70,2533.54
SO - 0003764,8/5/2019,WARE-UHY1004,4,233,28,28,25,2,0.2,1025.10,584.31
SO - 0003765,8/5/2019,WARE-NMK1003,3,156,25,50,45,5,0.05,3979.80,2626.67
SO - 0003766,8/5/2019,WARE-UHY1004,2,257,15,32,46,5,0.05,3825.70,3213.59
SO - 0003767,8/5/2019,WARE-XYS1001,2,45,15,28,20,5,0.05,3892.70,2063.13
SO - 0003768,8/5/2019,WARE-UHY1004,3,204,24,8,9,7,0.05,1018.40,672.14
SO - 0003769,8/6/2019,WARE-PUJ1005,1,305,11,25,25,6,0.2,1005.00,783.90
SO - 0003770,8/6/2019,WARE-NBV1002,4,78,26,28,36,1,0.05,5333.20,4159.90
SO - 0003771,8/6/2019,WARE-UHY1004,4,231,26,43,40,8,0.075,2378.50,2021.73
SO - 0003772,8/6/2019,WARE-XYS1001,1,52,4,20,45,5,0.05,1989.90,1452.63
SO - 0003773,8/6/2019,WARE-XYS1001,2,7,12,37,16,6,0.05,2479.00,2007.99
SO - 0003774,8/6/2019,WARE-XYS1001,1,30,8,10,17,7,0.075,984.90,551.54
SO - 0003775,8/6/2019,WARE-XYS1001,2,1,17,5,16,7,0.05,891.10,516.84
SO - 0003776,8/6/2019,WARE-NMK1003,1,126,11,26,47,7,0.1,4013.30,2969.84
SO - 0003777,8/6/2019,WARE-UHY1004,1,252,7,5,7,7,0.075,6331.50,3292.38
SO - 0003778,8/6/2019,WARE-NMK1003,2,186,16,14,21,2,0.075,5286.30,2537.42
SO - 0003779,8/6/2019,WARE-UHY1004,3,251,22,32,31,3,0.05,1715.20,1011.97
SO - 0003780,8/6/2019,WARE-UHY1004,4,242,26,41,19,5,0.075,1065.30,703.10
SO - 0003781,8/7/2019,WARE-MKL1006,2,332,14,34,45,1,0.075,2505.80,1553.60
SO - 0003782,8/7/2019,WARE-UHY1004,1,220,8,15,10,6,0.075,1005.00,743.70
SO - 0003783,8/7/2019,WARE-NMK1003,1,156,9,28,6,6,0.075,1005.00,623.10
SO - 0003784,8/7/2019,WARE-UHY1004,1,238,10,18,45,5,0.15,1755.40,947.92
SO - 0003785,8/8/2019,WARE-UHY1004,2,207,12,20,34,1,0.075,1815.70,1143.89
SO - 0003786,8/8/2019,WARE-MKL1006,1,365,11,13,33,8,0.05,2479.00,1090.76
SO - 0003787,8/8/2019,WARE-NMK1003,3,134,23,20,20,5,0.075,2405.30,1250.76
SO - 0003788,8/8/2019,WARE-UHY1004,3,254,24,40,2,4,0.15,5480.60,3946.03
SO - 0003789,8/8/2019,WARE-XYS1001,1,29,1,19,34,5,0.1,268.00,166.16
SO - 0003790,8/8/2019,WARE-PUJ1005,1,279,9,36,16,6,0.075,6331.50,2595.92
SO - 0003791,8/8/2019,WARE-NMK1003,1,137,1,8,3,4,0.2,730.30,365.15
SO - 0003792,8/8/2019,WARE-XYS1001,1,4,10,27,39,3,0.075,187.60,146.33
SO - 0003793,8/8/2019,WARE-NMK1003,2,127,17,22,32,4,0.3,3819.00,2329.59
SO - 0003794,8/8/2019,WARE-NMK1003,3,194,21,48,39,2,0.1,241.20,135.07
SO - 0003795,8/8/2019,WARE-UHY1004,2,223,13,19,33,8,0.2,1299.80,961.85
SO - 0003796,8/8/2019,WARE-MKL1006,1,344,7,7,34,3,0.1,1112.20,456.00
SO - 0003797,8/8/2019,WARE-MKL1006,2,344,17,49,29,8,0.075,4006.60,2844.69
SO - 0003798,8/9/2019,WARE-PUJ1005,4,328,28,32,10,8,0.05,978.20,596.70
SO - 0003799,8/9/2019,WARE-NMK1003,1,129,9,38,5,4,0.05,1045.20,616.67
SO - 0003800,8/9/2019,WARE-NMK1003,4,156,28,47,8,3,0.15,5621.30,2754.44
SO - 0003801,8/9/2019,WARE-UHY1004,2,205,13,50,33,1,0.3,1092.10,862.76
SO - 0003802,8/9/2019,WARE-XYS1001,1,17,5,24,8,4,0.075,877.70,438.85
SO - 0003803,8/9/2019,WARE-XYS1001,2,38,18,36,47,5,0.075,1889.40,1190.32
SO - 0003804,8/10/2019,WARE-PUJ1005,2,297,17,48,20,8,0.075,1078.70,485.42
SO - 0003805,8/10/2019,WARE-PUJ1005,1,277,2,27,12,6,0.075,1145.70,928.02
SO - 0003806,8/10/2019,WARE-UHY1004,1,244,9,13,29,4,0.1,924.60,369.84
SO - 0003807,8/10/2019,WARE-PUJ1005,2,323,19,20,21,6,0.1,1105.50,795.96
SO - 0003808,8/10/2019,WARE-PUJ1005,2,306,13,3,45,7,0.15,991.60,495.80
SO - 0003809,8/10/2019,WARE-PUJ1005,1,315,3,7,16,3,0.15,897.80,664.37
SO - 0003810,8/10/2019,WARE-XYS1001,3,21,23,8,26,3,0.075,3946.30,1617.98
SO - 0003811,8/10/2019,WARE-PUJ1005,2,300,13,45,13,2,0.05,6150.60,2890.78
SO - 0003812,8/10/2019,WARE-MKL1006,1,334,9,12,36,8,0.075,214.40,145.79
SO - 0003813,8/11/2019,WARE-NBV1002,4,74,27,36,13,3,0.15,247.90,163.61
SO - 0003814,8/11/2019,WARE-UHY1004,1,205,6,10,5,8,0.1,3959.70,3207.36
SO - 0003815,8/11/2019,WARE-MKL1006,3,363,24,35,45,6,0.075,3798.90,2887.16
SO - 0003816,8/11/2019,WARE-UHY1004,3,234,23,21,4,1,0.2,3912.80,1799.89
SO - 0003817,8/11/2019,WARE-UHY1004,2,204,17,34,24,6,0.05,261.30,109.75
SO - 0003818,8/11/2019,WARE-XYS1001,4,57,28,1,40,7,0.05,2331.60,1515.54
SO - 0003819,8/12/2019,WARE-NMK1003,2,177,16,17,22,3,0.2,1098.80,802.12
SO - 0003820,8/12/2019,WARE-UHY1004,4,205,26,12,22,4,0.075,3946.30,3196.50
SO - 0003821,8/12/2019,WARE-PUJ1005,4,309,28,8,42,1,0.1,1855.90,890.83
SO - 0003822,8/12/2019,WARE-NMK1003,4,144,26,50,22,2,0.15,5768.70,2711.29
SO - 0003823,8/12/2019,WARE-PUJ1005,2,268,15,23,33,5,0.1,737.00,346.39
SO - 0003824,8/12/2019,WARE-NBV1002,3,69,22,11,39,8,0.05,5996.50,2398.60
SO - 0003825,8/12/2019,WARE-XYS1001,2,32,14,35,43,7,0.1,1058.60,899.81
SO - 0003826,8/12/2019,WARE-NMK1003,2,185,16,16,21,6,0.075,897.80,619.48
SO - 0003827,8/13/2019,WARE-XYS1001,2,33,18,43,42,5,0.075,2613.00,1332.63
SO - 0003828,8/13/2019,WARE-NMK1003,3,98,22,5,46,5,0.1,5621.30,3316.57
SO - 0003829,8/13/2019,WARE-UHY1004,2,229,18,1,20,4,0.05,951.40,732.58
SO - 0003830,8/13/2019,WARE-PUJ1005,2,298,20,35,13,5,0.05,187.60,80.67
SO - 0003831,8/13/2019,WARE-UHY1004,2,244,16,4,22,7,0.15,3886.00,2409.32
SO - 0003832,8/13/2019,WARE-NMK1003,4,106,28,31,15,6,0.05,1815.70,980.48
SO - 0003833,8/13/2019,WARE-NMK1003,1,199,7,4,26,4,0.2,2834.10,1927.19
SO - 0003834,8/14/2019,WARE-NMK1003,2,130,18,49,34,7,0.05,971.50,670.34
SO - 0003835,8/14/2019,WARE-NMK1003,4,146,27,5,44,7,0.1,180.90,86.83
SO - 0003836,8/14/2019,WARE-NMK1003,2,95,16,12,37,5,0.15,207.70,114.24
SO - 0003837,8/14/2019,WARE-NMK1003,2,144,15,23,36,3,0.05,3979.80,2706.26
SO - 0003838,8/14/2019,WARE-PUJ1005,1,290,3,13,19,4,0.3,221.10,154.77
SO - 0003839,8/14/2019,WARE-NMK1003,3,139,22,9,12,5,0.2,1058.60,497.54
SO - 0003840,8/14/2019,WARE-UHY1004,2,258,19,22,4,3,0.15,5929.50,3557.70
SO - 0003841,8/14/2019,WARE-XYS1001,3,53,22,46,15,4,0.4,904.50,479.39
SO - 0003842,8/14/2019,WARE-NMK1003,4,194,26,7,28,5,0.05,2331.60,1911.91
SO - 0003843,8/14/2019,WARE-NMK1003,4,161,27,8,15,2,0.3,1976.50,1620.73
SO - 0003844,8/14/2019,WARE-MKL1006,2,349,16,47,5,8,0.05,5748.60,4483.91
SO - 0003845,8/14/2019,WARE-NMK1003,4,139,28,9,41,8,0.15,1319.90,725.95
SO - 0003846,8/15/2019,WARE-XYS1001,2,47,16,7,19,8,0.05,958.10,488.63
SO - 0003847,8/15/2019,WARE-MKL1006,1,355,8,46,34,3,0.05,5641.40,4174.64
SO - 0003848,8/15/2019,WARE-UHY1004,4,234,28,27,29,8,0.075,743.70,349.54
SO - 0003849,8/15/2019,WARE-PUJ1005,4,278,27,5,18,1,0.15,3819.00,1909.50
SO - 0003850,8/15/2019,WARE-MKL1006,1,342,8,32,47,6,0.15,2653.20,1485.79
SO - 0003851,8/15/2019,WARE-MKL1006,2,366,15,1,37,2,0.1,1943.00,1088.08
SO - 0003852,8/15/2019,WARE-NMK1003,2,174,15,40,11,7,0.05,1929.60,1543.68
SO - 0003853,8/15/2019,WARE-UHY1004,2,260,16,44,13,2,0.075,1809.00,1338.66
SO - 0003854,8/15/2019,WARE-MKL1006,4,351,28,36,9,2,0.075,1005.00,814.05
SO - 0003855,8/15/2019,WARE-NMK1003,4,197,27,34,38,2,0.075,1721.90,1102.02
SO - 0003856,8/16/2019,WARE-NMK1003,2,95,19,18,32,2,0.2,837.50,368.50
SO - 0003857,8/16/2019,WARE-NMK1003,1,143,6,39,37,2,0.05,3852.50,3236.10
SO - 0003858,8/16/2019,WARE-XYS1001,1,15,4,27,16,5,0.075,3644.80,2842.94
SO - 0003859,8/16/2019,WARE-XYS1001,3,50,21,50,25,2,0.075,227.80,120.73
SO - 0003860,8/16/2019,WARE-XYS1001,3,56,23,12,7,7,0.075,3370.10,2055.76
SO - 0003861,8/16/2019,WARE-PUJ1005,2,328,16,40,30,7,0.05,1051.90,557.51
SO - 0003862,8/16/2019,WARE-NBV1002,1,85,3,41,17,6,0.05,3966.40,3331.78
SO - 0003863,8/17/2019,WARE-PUJ1005,1,264,2,22,2,7,0.075,241.20,96.48
SO - 0003864,8/17/2019,WARE-NBV1002,2,67,14,23,2,3,0.075,3149.00,1731.95
SO - 0003865,8/17/2019,WARE-UHY1004,2,253,20,43,41,3,0.075,911.20,728.96
SO - 0003866,8/17/2019,WARE-NMK1003,1,154,6,29,5,3,0.15,2345.00,1758.75
SO - 0003867,8/17/2019,WARE-UHY1004,1,247,5,20,32,5,0.05,5313.10,2125.24
SO - 0003868,8/17/2019,WARE-XYS1001,1,8,3,1,44,3,0.075,2512.50,1331.63
SO - 0003869,8/17/2019,WARE-NMK1003,1,125,10,7,6,5,0.05,4020.00,2291.40
SO - 0003870,8/17/2019,WARE-NMK1003,1,88,1,11,40,2,0.4,194.30,122.41
SO - 0003871,8/18/2019,WARE-XYS1001,2,58,20,16,13,4,0.075,790.60,434.83
SO - 0003872,8/18/2019,WARE-MKL1006,2,361,19,47,37,8,0.075,3242.80,2464.53
SO - 0003873,8/18/2019,WARE-NMK1003,1,163,8,28,39,7,0.15,234.50,164.15
SO - 0003874,8/18/2019,WARE-NBV1002,3,74,21,36,12,5,0.05,5494.00,3626.04
SO - 0003875,8/18/2019,WARE-UHY1004,2,257,14,41,38,1,0.075,2613.00,1907.49
SO - 0003876,8/18/2019,WARE-NMK1003,3,115,25,36,16,5,0.05,1159.10,544.78
SO - 0003877,8/18/2019,WARE-PUJ1005,1,309,4,34,1,1,0.075,1809.00,777.87
SO - 0003878,8/18/2019,WARE-XYS1001,3,34,23,10,14,2,0.05,1018.40,855.46
SO - 0003879,8/18/2019,WARE-XYS1001,1,4,9,6,47,5,0.05,1273.00,1043.86
SO - 0003880,8/18/2019,WARE-UHY1004,2,250,14,48,43,7,0.2,207.70,157.85
SO - 0003881,8/19/2019,WARE-XYS1001,2,29,16,40,6,4,0.075,857.60,651.78
SO - 0003882,8/19/2019,WARE-UHY1004,1,222,4,31,36,4,0.4,1246.20,610.64
SO - 0003883,8/19/2019,WARE-XYS1001,1,26,1,40,22,5,0.15,1681.70,790.40
SO - 0003884,8/19/2019,WARE-MKL1006,3,355,24,12,12,3,0.075,3953.00,2569.45
SO - 0003885,8/20/2019,WARE-XYS1001,1,32,8,10,8,6,0.075,3765.40,2372.20
SO - 0003886,8/20/2019,WARE-NBV1002,4,86,26,46,31,8,0.05,1072.00,621.76
SO - 0003887,8/20/2019,WARE-NMK1003,1,166,2,36,42,4,0.1,1822.40,1457.92
SO - 0003888,8/20/2019,WARE-NMK1003,3,94,20,15,39,7,0.1,951.40,618.41
SO - 0003889,8/20/2019,WARE-NBV1002,3,60,21,39,6,7,0.4,1882.70,903.70
SO - 0003890,8/20/2019,WARE-NMK1003,1,155,12,7,8,5,0.1,917.90,614.99
SO - 0003891,8/20/2019,WARE-MKL1006,1,332,2,13,30,5,0.075,5648.10,4574.96
SO - 0003892,8/20/2019,WARE-XYS1001,2,46,13,17,9,3,0.15,1916.20,804.80
SO - 0003893,8/20/2019,WARE-XYS1001,3,56,24,47,25,8,0.05,1876.00,1050.56
SO - 0003894,8/20/2019,WARE-MKL1006,2,343,16,2,29,5,0.075,797.30,414.60
SO - 0003895,8/20/2019,WARE-NBV1002,2,63,17,35,18,6,0.075,1058.60,656.33
SO - 0003896,8/20/2019,WARE-XYS1001,1,51,5,39,36,6,0.2,3725.20,2644.89
SO - 0003897,8/21/2019,WARE-MKL1006,4,334,26,26,22,8,0.05,1098.80,670.27
SO - 0003898,8/21/2019,WARE-NMK1003,3,192,24,41,44,5,0.05,3825.70,1912.85
SO - 0003899,8/21/2019,WARE-XYS1001,2,31,15,1,13,2,0.05,6492.30,2661.84
SO - 0003900,8/21/2019,WARE-UHY1004,2,231,13,3,38,4,0.075,1085.40,879.17
SO - 0003901,8/21/2019,WARE-XYS1001,1,1,3,12,29,1,0.4,1728.60,1019.87
SO - 0003902,8/21/2019,WARE-PUJ1005,2,291,15,8,7,8,0.05,1916.20,1379.66
SO - 0003903,8/21/2019,WARE-PUJ1005,1,321,7,37,4,6,0.1,3336.60,2469.08
SO - 0003904,8/21/2019,WARE-UHY1004,1,260,4,42,22,8,0.05,227.80,161.74
SO - 0003905,8/21/2019,WARE-UHY1004,2,244,18,12,32,6,0.2,2666.60,1839.95
SO - 0003906,8/21/2019,WARE-NMK1003,1,132,6,23,7,1,0.1,167.50,112.23
SO - 0003907,8/22/2019,WARE-PUJ1005,1,280,12,13,36,5,0.075,3812.30,2630.49
SO - 0003908,8/22/2019,WARE-NMK1003,1,194,11,17,19,8,0.1,3149.00,1952.38
SO - 0003909,8/22/2019,WARE-MKL1006,4,366,27,45,47,3,0.05,3886.00,1632.12
SO - 0003910,8/22/2019,WARE-NBV1002,1,85,10,18,45,8,0.15,5293.00,2487.71
SO - 0003911,8/22/2019,WARE-PUJ1005,3,287,22,10,13,7,0.1,1045.20,825.71
SO - 0003912,8/22/2019,WARE-PUJ1005,4,295,28,49,20,4,0.075,3376.80,2026.08
SO - 0003913,8/22/2019,WARE-NMK1003,1,155,12,47,25,4,0.075,1768.80,1167.41
SO - 0003914,8/23/2019,WARE-NMK1003,2,168,13,26,39,7,0.2,2331.60,1678.75
SO - 0003915,8/23/2019,WARE-PUJ1005,1,314,9,5,23,4,0.05,1092.10,513.29
SO - 0003916,8/23/2019,WARE-UHY1004,4,210,28,17,20,2,0.05,2432.10,1897.04
SO - 0003917,8/23/2019,WARE-NMK1003,2,141,19,37,40,5,0.1,737.00,523.27
SO - 0003918,8/23/2019,WARE-XYS1001,1,4,2,31,2,1,0.075,1105.50,851.24
SO - 0003919,8/23/2019,WARE-XYS1001,2,48,20,25,24,5,0.1,2807.30,2049.33
SO - 0003920,8/24/2019,WARE-NBV1002,2,78,16,13,30,3,0.05,2284.70,1690.68
SO - 0003921,8/24/2019,WARE-NMK1003,1,114,6,46,32,3,0.2,1118.90,648.96
SO - 0003922,8/24/2019,WARE-MKL1006,1,340,8,32,26,5,0.1,2224.40,1468.10
